date | value
2021-03-03 | 902
2008-09-02 | 645
2017-03-27 | 601
2000-03-21 | 929
2003-12-14 | 322
2009-09-01 | 763
2000-06-26 | 841
2002-01-22 | 175
2010-12-22 | 718
2024-03-13 | 443
2011-07-06 | 136
2013-10-18 | 568
2007-03-11 | 941
2013-07-25 | 715
2003-10-21 | 630
2021-10-14 | 432
2024-04-07 | 325
2023-07-01 | 334
2003-06-11 | 418
2002-09-07 | 284
2022-09-06 | 785
2004-10-09 | 682
2019-09-13 | 968
2009-11-21 | 135
2005-03-05 | 830
2000-01-18 | 678
2023-08-21 | 877
2006-11-18 | 454
2014-11-12 | 468
2019-01-20 | 865
2002-08-02 | 38
2010-10-22 | 342
2017-10-14 | 17
2018-03-04 | 368
2006-08-06 | 665
2008-03-04 | 647
2021-07-28 | 515
2008-03-25 | 63
2011-03-14 | 71
2005-12-27 | 399
2014-04-09 | 234
2008-04-15 | 66
2012-08-16 | 295
2007-07-03 | 453
2019-11-09 | 179
2007-06-19 | 518
2021-01-23 | 826
2000-05-07 | 991
2024-07-07 | 684
2012-09-15 | 824
2005-03-13 | 337
2013-03-24 | 709
2003-12-18 | 261
2016-04-28 | 839
2006-10-11 | 558
2008-01-19 | 484
2015-05-05 | 752
2010-08-10 | 392
2003-02-19 | 493
2019-02-08 | 48
2013-09-14 | 557
2002-01-17 | 459
2018-03-02 | 703
2010-08-09 | 601
2022-01-06 | 60
2004-07-09 | 732
2012-07-11 | 907
2009-10-04 | 800
2000-01-22 | 504
2014-10-28 | 34
2020-02-27 | 530
2004-03-16 | 652
2013-06-17 | 318
2000-09-23 | 915
2001-09-19 | 162
2013-02-03 | 338
2003-04-24 | 617
2000-11-01 | 945
2018-07-04 | 448
2020-04-17 | 710
2002-05-05 | 379
2009-04-23 | 435
2015-01-11 | 581
2003-05-20 | 806
2009-03-21 | 361
2002-01-27 | 820
2020-10-17 | 542
2023-01-17 | 0
2017-10-01 | 677
2020-11-09 | 235
2024-03-25 | 852
2004-01-08 | 615
2006-08-25 | 883
2015-07-05 | 737
2000-09-20 | 324
2003-08-09 | 745
2020-01-27 | 340
2010-12-09 | 634
2005-09-03 | 684
2009-02-16 | 443
2011-12-11 | 203
2017-07-01 | 493
2013-04-18 | 216
2007-10-06 | 379
2002-01-17 | 689
2004-01-16 | 684
2019-06-02 | 281
2011-09-05 | 647
2000-03-12 | 669
2012-04-03 | 900
2017-08-25 | 226
2002-02-22 | 79
2019-02-05 | 548
2000-04-18 | 422
2004-11-16 | 967
2001-12-12 | 326
2006-07-05 | 318
2013-07-27 | 380
2019-03-11 | 371
2016-01-23 | 337
2016-07-23 | 567
2015-08-14 | 321
2000-05-14 | 751
2023-01-07 | 356
2003-07-28 | 91
2015-02-01 | 834
2007-07-02 | 400
2021-12-18 | 588
2006-04-04 | 646
2023-05-17 | 223
2017-02-24 | 67
2019-10-24 | 347
2014-03-07 | 879
2023-07-15 | 980
2022-08-13 | 95
2008-06-28 | 264
2020-07-12 | 243
2017-12-24 | 986
2019-07-22 | 465
2009-10-25 | 198
2006-03-26 | 679
2019-08-28 | 318
2021-04-02 | 454
2013-02-27 | 10
2018-02-26 | 86
2016-09-13 | 812
2024-11-06 | 233
2009-10-24 | 642
2019-10-11 | 965
2010-10-28 | 531
2002-01-26 | 290
2024-05-01 | 545
2016-06-12 | 10
2009-08-23 | 308
2010-01-27 | 896
2016-10-28 | 937
2017-02-07 | 655
2023-10-11 | 327
2011-05-02 | 435
2009-10-25 | 25
2004-08-20 | 265
2023-07-06 | 608
2012-12-10 | 555
2024-09-10 | 443
2013-12-19 | 563
2010-10-28 | 871
2013-09-19 | 149
2009-04-03 | 65
2004-11-23 | 677
2024-08-27 | 138
2004-04-14 | 628
2020-03-28 | 908
2011-11-04 | 571
2011-11-15 | 24
2002-05-22 | 113
2014-12-07 | 694
2015-01-24 | 441
2021-10-12 | 950
2006-02-07 | 451
2015-11-16 | 801
2003-08-01 | 739
2024-03-28 | 528
2019-09-26 | 710
2018-12-05 | 361
2012-09-11 | 259
2016-11-22 | 698
2011-09-10 | 226
2023-10-25 | 778
2000-09-18 | 349
2000-09-15 | 946
2001-08-05 | 19
2022-06-21 | 186
2020-08-06 | 86
2021-04-25 | 684
2003-11-11 | 401
2005-11-08 | 655
2001-01-25 | 778
2011-07-09 | 712
2010-09-20 | 557
2001-09-12 | 446
2003-10-22 | 324
2000-02-09 | 455
2011-07-17 | 566
2019-08-02 | 772
2014-11-23 | 227
2016-11-16 | 326
2014-07-16 | 616
2015-12-27 | 893
2024-12-10 | 476
2021-10-12 | 684
2006-12-20 | 225
2003-01-02 | 369
2006-12-25 | 975
2004-04-10 | 643
2011-02-04 | 804
2020-07-22 | 796
2000-12-09 | 998
2000-08-28 | 156
2019-03-02 | 572
2014-07-06 | 273
2006-10-21 | 210
2003-10-27 | 741
2017-02-18 | 714
2016-12-07 | 817
2016-07-20 | 818
2012-11-28 | 31
2013-01-28 | 655
2018-01-21 | 476
2016-09-04 | 321
2008-02-12 | 628
2012-05-27 | 906
2007-02-08 | 825
2016-11-09 | 381
2018-12-21 | 581
2008-05-25 | 526
2022-05-12 | 866
2000-11-12 | 234
2016-11-07 | 53
2019-01-12 | 878
2015-11-25 | 509
2002-09-11 | 370
2021-11-24 | 54
2003-05-06 | 103
2012-01-14 | 213
2007-01-16 | 25
2019-06-27 | 138
2021-03-17 | 739
2001-09-25 | 405
2020-07-04 | 443
2021-12-23 | 927
2000-12-15 | 139
2021-12-13 | 105
2017-08-27 | 786
2016-01-25 | 438
2002-10-18 | 431
2015-06-09 | 138
2019-09-02 | 467
2024-04-23 | 126
2014-01-02 | 637
2008-03-27 | 451
2023-05-02 | 990
2012-11-01 | 439
2011-10-19 | 876
2015-08-11 | 409
2000-01-01 | 826
2006-08-21 | 298
2007-06-20 | 991
2014-07-15 | 365
2008-08-12 | 447
2001-04-20 | 112
2021-02-10 | 586
2018-08-08 | 543
2009-04-22 | 443
2004-10-06 | 62
2018-05-02 | 134
2016-12-04 | 425
2011-11-09 | 888
2016-08-01 | 489
2021-06-28 | 389
2007-11-06 | 816
2004-03-08 | 308
2007-01-19 | 275
2014-12-06 | 255
2003-06-09 | 965
2017-10-26 | 809
2018-10-07 | 589
2007-11-12 | 764
2002-01-17 | 906
2024-01-16 | 358
2000-10-22 | 389
2019-08-14 | 799
2008-02-13 | 475
2011-10-17 | 655
2010-08-21 | 242
2013-08-11 | 217
2022-03-05 | 222
2009-04-21 | 787
2011-11-09 | 157
2013-10-10 | 321
2005-02-01 | 841
2001-06-09 | 386
2020-10-17 | 85
2022-07-03 | 620
2003-03-03 | 815
2002-07-15 | 266
2019-11-12 | 357
2006-05-11 | 211
2010-04-13 | 961
2012-10-24 | 684
2021-04-10 | 70
2015-08-23 | 293
2008-01-17 | 135
2015-07-18 | 759
2020-06-14 | 553
2011-08-01 | 123
2005-05-13 | 994
2021-12-11 | 119
2012-04-03 | 479
2002-01-22 | 185
2021-02-05 | 888
2023-11-20 | 545
2005-05-19 | 568
2022-07-13 | 54
2011-09-06 | 860
2012-12-28 | 726
2008-06-11 | 510
2006-04-16 | 279
2016-08-16 | 916
2022-11-02 | 804
2014-04-14 | 11
2002-02-26 | 564
2018-07-25 | 457
2000-04-09 | 833
2002-07-28 | 735
2023-07-11 | 341
2011-02-03 | 311
2024-04-16 | 390
2008-01-10 | 460
2005-08-17 | 451
2014-05-05 | 239
2006-09-21 | 185
2013-12-09 | 963
2009-03-14 | 323
2017-08-15 | 518
2011-10-06 | 321
2019-03-27 | 551
2008-11-19 | 823
2011-04-07 | 867
2009-08-21 | 598
2006-01-26 | 468
2010-03-04 | 429
2008-02-12 | 472
2005-05-22 | 876
2023-12-05 | 56
2015-07-24 | 101
2022-11-25 | 809
2010-09-24 | 91
2000-05-28 | 10
2014-03-16 | 24
2006-07-09 | 62
2024-03-15 | 522
2023-03-19 | 415
2003-07-21 | 602
2008-01-16 | 293
2014-03-13 | 664
2016-09-19 | 382
2000-06-27 | 182
2004-08-01 | 503
2003-03-14 | 578
2007-04-23 | 162
2019-11-01 | 629
2003-05-03 | 667
2023-12-21 | 541
2009-03-16 | 361
2024-07-16 | 380
2016-12-04 | 594
2005-05-25 | 39
2021-07-26 | 93
2008-10-23 | 136
2020-06-20 | 544
2010-12-10 | 371
2021-06-25 | 22
2020-01-23 | 36
2021-06-23 | 553
2005-11-25 | 576
2002-10-18 | 110
2013-01-07 | 308
2016-02-13 | 453
2014-03-21 | 87
2003-09-06 | 398
2013-12-19 | 360
2008-09-02 | 213
2001-07-14 | 3
2003-12-06 | 818
2005-08-28 | 648
2013-12-18 | 354
2000-06-02 | 328
2012-03-23 | 426
2021-09-23 | 729
2009-12-23 | 963
2013-08-07 | 617
2021-09-12 | 801
2020-07-02 | 608
2023-03-03 | 275
2006-08-21 | 69
2009-11-16 | 830
2024-02-12 | 235
2015-06-07 | 354
2014-10-16 | 535
2001-03-14 | 796
2000-07-18 | 975
2022-08-11 | 980
2002-07-22 | 836
2016-01-16 | 492
2010-11-24 | 678
2011-11-25 | 777
2024-04-21 | 152
2017-10-13 | 194
2023-06-02 | 645
2004-01-10 | 308
2005-04-05 | 571
2004-04-28 | 565
2021-12-12 | 934
2000-04-12 | 624
2011-08-13 | 503
2006-09-27 | 981
2011-04-23 | 967
2018-08-24 | 674
2011-04-22 | 666
2012-10-24 | 85
2010-11-16 | 985
2007-03-06 | 195
2009-06-15 | 242
2017-01-24 | 355
2022-10-23 | 15
2011-10-02 | 547
2023-04-10 | 360
2006-05-14 | 216
2003-01-22 | 187
2002-03-11 | 763
2007-02-27 | 176
2008-02-05 | 205
2012-07-14 | 348
2008-11-24 | 581
2007-02-26 | 665
2011-11-26 | 640
2010-03-24 | 212
2004-07-24 | 311
2022-02-05 | 880
2019-01-03 | 106
2005-04-07 | 438
2004-02-28 | 639
2014-05-17 | 828
2006-03-13 | 716
2003-08-01 | 33
2011-09-21 | 908
2018-05-14 | 264
2006-08-03 | 487
2017-09-06 | 271
2005-02-27 | 744
2013-08-05 | 772
2005-09-17 | 485
2017-02-11 | 305
2006-08-27 | 726
2001-12-20 | 308
2013-06-04 | 580
2015-09-08 | 120
2000-07-05 | 91
2006-06-16 | 138
2010-04-12 | 629
2001-11-20 | 257
2009-06-05 | 460
2010-04-05 | 198
2015-08-03 | 930
2021-02-11 | 173
2022-08-17 | 128
2014-04-15 | 349
2010-07-16 | 63
2009-11-26 | 445
2021-02-18 | 383
2009-07-10 | 24
2020-08-28 | 393
2019-10-04 | 492
2005-08-01 | 496
2015-12-15 | 902
2008-10-10 | 569
2022-03-23 | 970
2020-12-22 | 279
2022-07-13 | 295
2022-12-25 | 393
2024-04-14 | 57
2016-03-10 | 806
2001-12-05 | 986
2005-06-04 | 779
2012-06-14 | 607
2015-11-16 | 490
2015-08-10 | 737
2010-06-28 | 234
2008-05-24 | 224
2007-06-15 | 435
2021-03-14 | 229
2015-01-25 | 427
2022-03-24 | 90
2014-11-25 | 305
2023-10-19 | 83
2015-10-14 | 623
2023-06-12 | 232
2008-10-17 | 106
2021-10-24 | 787
2018-09-15 | 667
2006-06-14 | 370
2004-10-28 | 804
2004-07-24 | 597
2022-10-13 | 897
2020-01-11 | 28
2003-03-15 | 25
2016-03-01 | 9
2018-03-10 | 324
2007-11-07 | 911
2024-07-17 | 178
2017-08-20 | 91
2014-05-22 | 734
2020-04-23 | 473
2023-10-23 | 564
2021-11-03 | 589
2016-08-22 | 373
2016-12-05 | 865
2008-09-17 | 177
2012-04-26 | 876
2021-07-04 | 343
2010-02-14 | 110
2001-04-19 | 749
2005-01-15 | 723
2009-08-13 | 1
2015-09-03 | 300
2014-11-11 | 153
2011-04-26 | 9
2013-09-14 | 550
2020-07-13 | 748
2014-03-27 | 871
2016-05-27 | 602
2019-07-20 | 411
2002-03-24 | 268
2013-02-22 | 574
2017-07-13 | 757
2022-06-28 | 569
2011-12-06 | 352
2008-12-17 | 701
2006-07-20 | 500
2015-12-20 | 44
2008-11-13 | 221
2016-02-05 | 508
2016-01-27 | 738
2023-10-28 | 536
2020-06-25 | 955
2019-05-13 | 500
2012-08-17 | 904
2022-12-01 | 355
2013-09-10 | 754
2001-10-15 | 992
2009-01-08 | 534
2008-03-03 | 755
2019-03-23 | 864
2002-07-13 | 466
2006-06-19 | 304
2007-11-16 | 570
2011-01-01 | 739
2013-12-16 | 122
2021-07-05 | 681
2009-11-25 | 628
2016-07-17 | 868
2016-02-23 | 950
2005-05-03 | 962
2003-06-14 | 64
2006-02-28 | 519
2023-03-11 | 672
2005-11-22 | 314
2010-11-11 | 526
2015-12-11 | 209
2004-01-12 | 34
2015-06-13 | 270
2009-10-27 | 940
2018-06-13 | 943
2002-07-24 | 132
2012-10-19 | 297
2015-02-12 | 807
2011-06-09 | 340
2005-04-15 | 545
2021-11-20 | 83
2010-02-12 | 103
2017-08-15 | 70
2022-07-15 | 210
2016-10-12 | 558
2000-04-26 | 86
2006-07-03 | 662
2015-05-24 | 314
2005-12-02 | 590
2005-09-02 | 923
2014-09-22 | 361
2014-08-24 | 905
2006-04-08 | 106
2014-09-09 | 422
2018-03-25 | 936
2001-09-19 | 109
2023-08-24 | 655
2000-06-07 | 139
2020-04-26 | 759
2002-01-21 | 483
2007-12-23 | 673
2013-03-13 | 982
2007-01-27 | 283
2003-01-25 | 603
2021-01-12 | 346
2020-10-11 | 842
2015-04-10 | 992
2019-10-28 | 27
2002-10-09 | 515
2000-05-02 | 657
2008-12-21 | 913
2014-06-18 | 510
2010-05-18 | 430
2017-08-01 | 782
2017-02-15 | 613
2023-11-13 | 50
2017-06-14 | 867
2020-12-17 | 578
2009-06-13 | 526
2006-02-21 | 391
2014-10-10 | 806
2023-06-26 | 142
2001-08-13 | 624
2015-09-15 | 633
2020-08-13 | 43
2008-06-06 | 245
2023-10-16 | 456
2003-08-16 | 19
2011-01-27 | 161
2021-08-05 | 599
2009-09-28 | 152
2014-02-10 | 362
2015-06-14 | 199
2020-11-13 | 968
2021-12-09 | 726
2003-04-27 | 539
2024-01-18 | 572
2018-06-08 | 229
2021-11-14 | 985
2018-03-08 | 836
2012-09-16 | 282
2008-12-12 | 679
2023-12-14 | 476
2007-12-25 | 758
2004-10-04 | 822
2003-03-09 | 899
2001-06-05 | 596
2006-01-25 | 220
2015-04-27 | 875
2002-10-11 | 400
2012-05-10 | 896
2017-02-11 | 947
2018-06-10 | 796
2019-06-20 | 497
2013-12-22 | 319
2019-11-04 | 612
2001-06-24 | 404
2001-11-05 | 688
2008-02-17 | 225
2009-07-17 | 352
2007-03-25 | 176
2019-12-22 | 834
2004-07-18 | 50
2004-05-11 | 158
2015-11-19 | 641
2021-07-22 | 954
2008-10-16 | 142
2009-01-12 | 191
2023-12-28 | 169
2016-01-09 | 22
2019-10-05 | 675
2006-08-14 | 48
2012-12-06 | 485
2020-11-16 | 978
2014-03-17 | 898
2022-12-23 | 672
2015-10-15 | 858
2008-11-01 | 529
2011-01-13 | 669
2014-11-02 | 628
2014-11-18 | 659
2005-09-14 | 819
2023-07-15 | 197
2004-05-23 | 744
2023-01-15 | 283
2018-07-25 | 729
2012-02-24 | 178
2013-09-12 | 952
2000-05-17 | 355
2002-10-20 | 700
2013-10-26 | 845
2011-08-02 | 134
2014-09-23 | 557
2005-07-20 | 517
2005-07-21 | 118
2006-12-12 | 733
2002-04-22 | 304
2015-01-05 | 756
2017-07-18 | 378
2004-03-09 | 669
2015-07-11 | 521
2019-06-03 | 576
2005-11-12 | 114
2018-07-16 | 773
2007-05-02 | 197
2008-07-26 | 877
2019-03-16 | 173
2001-05-27 | 591
2006-06-05 | 27
2015-08-13 | 598
2016-08-05 | 587
2021-08-05 | 978
2002-10-08 | 160
2000-10-19 | 671
2014-02-26 | 892
2017-08-09 | 576
2016-05-04 | 859
2005-12-22 | 449
2012-02-01 | 35
2009-09-22 | 336
2010-10-06 | 113
2024-04-21 | 465
2009-06-23 | 354
2000-07-27 | 241
2023-06-25 | 354
2024-02-28 | 63
2007-12-08 | 567
2012-05-24 | 124
2003-01-26 | 27
2018-03-18 | 228
2009-04-23 | 784
2001-05-27 | 299
2003-11-18 | 602
2017-05-07 | 874
2001-02-06 | 290
2004-02-20 | 883
2003-09-11 | 497
2007-12-10 | 494
2012-08-03 | 763
2004-05-08 | 32
2016-05-12 | 283
2006-02-26 | 932
2020-08-04 | 999
2000-07-19 | 153
2023-02-19 | 133
2006-04-12 | 971
2019-02-07 | 373
2018-06-27 | 809
2024-02-01 | 855
2023-06-12 | 168
2004-07-28 | 904
2008-03-07 | 107
2003-01-05 | 911
2021-08-03 | 990
2001-10-09 | 94
2024-11-12 | 448
2015-12-16 | 265
2001-04-06 | 205
2013-05-07 | 622
2006-09-10 | 309
2013-06-18 | 184
2015-04-16 | 368
2001-12-04 | 303
2015-03-24 | 232
2022-12-06 | 775
2008-11-09 | 823
2007-07-26 | 589
2018-03-23 | 7
2001-04-24 | 443
2002-03-09 | 55
2013-04-07 | 678
2024-07-27 | 523
2023-12-27 | 183
2014-04-15 | 924
2002-05-26 | 796
2009-04-16 | 586
2012-11-06 | 514
2021-10-18 | 434
2022-05-26 | 222
2017-08-18 | 667
2010-01-07 | 824
2002-01-13 | 804
2012-10-13 | 399
2004-12-10 | 668
2010-03-03 | 631
2010-08-26 | 732
2010-03-03 | 477
2006-01-25 | 393
2000-07-26 | 827
2003-07-08 | 567
2010-01-11 | 716
2022-12-05 | 257
2020-03-01 | 230
2024-11-27 | 109
2013-10-08 | 446
2000-12-08 | 825
2005-02-05 | 985
2004-08-13 | 714
2002-04-16 | 375
2024-12-09 | 196
2013-06-23 | 812
2006-02-02 | 71
2016-01-07 | 91
2021-02-05 | 726
2016-09-28 | 197
2013-12-21 | 591
2015-04-03 | 717
2016-07-14 | 4
2000-01-05 | 58
2010-11-23 | 851
2000-05-03 | 246
2009-11-09 | 476
2015-08-18 | 853
2007-10-09 | 897
2013-07-23 | 255
2017-05-16 | 944
2020-01-20 | 357
2018-06-21 | 468
2012-03-08 | 546
2022-12-23 | 362
2004-05-12 | 486
2016-05-04 | 730
2003-11-02 | 895
2003-05-13 | 450
2001-12-04 | 894
2009-08-04 | 221
2002-03-16 | 749
2019-11-24 | 248
2021-03-11 | 287
2017-07-02 | 873
2020-07-17 | 698
2007-09-05 | 383
2009-08-03 | 243
2003-06-21 | 655
2000-05-05 | 596
2005-12-06 | 28
2022-08-04 | 292
2005-06-26 | 925
2022-10-24 | 454
2002-12-23 | 161
2005-05-26 | 160
2017-02-16 | 644
2009-08-25 | 291
2015-06-08 | 40
2023-04-09 | 178
2001-06-25 | 823
2013-04-07 | 140
2003-01-15 | 985
2019-08-07 | 861
2011-10-10 | 198
2012-10-22 | 379
2012-02-12 | 312
2000-08-03 | 876
2004-03-24 | 495
2001-06-28 | 581
2005-02-03 | 549
2006-01-19 | 93
2003-04-12 | 967
2019-01-15 | 956
2020-11-05 | 145
2021-11-02 | 878
2009-10-22 | 787
2010-01-25 | 16
2008-11-22 | 166
2001-05-12 | 81
2001-03-05 | 72
2012-11-21 | 384
2014-09-19 | 86
2011-08-09 | 520
2007-06-08 | 195
2007-04-12 | 867
2013-09-11 | 16
2014-06-10 | 516
2000-06-25 | 639
2019-10-16 | 460
2019-02-11 | 80
2013-03-13 | 897
2009-12-17 | 769
2011-08-21 | 952
2013-07-13 | 704
2020-03-05 | 272
2019-10-08 | 215
2007-07-05 | 803
2021-11-09 | 761
2016-01-03 | 100
2023-12-06 | 86
2010-07-03 | 950
2007-04-28 | 604
2006-08-13 | 452
2015-12-17 | 574
2003-09-27 | 674
2020-11-16 | 763
2000-06-09 | 898
2000-06-22 | 363
2022-12-14 | 232
2011-09-17 | 919
2002-02-09 | 344
2004-05-16 | 982
2013-10-05 | 710
2013-04-07 | 65
2016-03-17 | 493
2004-06-21 | 127
2003-11-12 | 467
2021-08-15 | 798
2012-03-04 | 817
2002-03-12 | 590
2013-09-14 | 326
2003-12-24 | 196
2019-08-15 | 648
2010-07-04 | 741
2020-03-01 | 967
2011-03-22 | 998
2007-09-20 | 559
2024-12-03 | 737
2000-08-08 | 730
2007-04-16 | 803
2018-10-28 | 931
2015-08-05 | 936
2019-05-12 | 507
2003-09-27 | 235
2008-06-24 | 307
2017-02-02 | 119
2004-05-11 | 438
2023-02-26 | 894
2023-09-22 | 613
2000-06-14 | 97
2006-01-01 | 259
2006-07-16 | 866
2013-03-26 | 480
2020-07-21 | 799
2014-11-26 | 762
2006-07-09 | 381
2022-06-27 | 850
2007-01-04 | 763
2008-08-04 | 989
2016-03-08 | 854
2018-10-03 | 563
2005-11-19 | 94
2013-08-14 | 371
2006-06-01 | 303
2003-12-18 | 85
2024-01-10 | 807
2004-05-14 | 722
2000-01-21 | 718
2012-07-02 | 745
2001-08-12 | 989
2023-01-02 | 79
2020-02-11 | 373
2016-09-11 | 967
2017-12-20 | 48
2012-01-15 | 89
2007-07-28 | 370
2011-01-24 | 862
2012-11-24 | 85
2011-09-17 | 733
2009-08-11 | 2
2016-09-27 | 183
2005-06-09 | 219
2023-11-14 | 5
2001-09-24 | 662
2009-11-05 | 696
2005-04-07 | 616
2021-07-26 | 730
2001-08-25 | 392
2000-07-17 | 355
2001-05-16 | 524
2014-05-07 | 567
2004-10-10 | 613
2002-06-27 | 9
2010-09-10 | 181
2021-07-20 | 700
2010-12-21 | 560
2002-01-21 | 553
2009-08-11 | 751
2008-09-03 | 839
2017-01-06 | 21
2005-08-19 | 190
2013-04-20 | 61
2008-11-06 | 818
2009-11-24 | 736
2005-08-26 | 815
2021-04-11 | 681
2004-09-09 | 897
2009-10-15 | 790
2017-10-05 | 407
2006-05-18 | 642
2015-07-25 | 24
2015-12-09 | 71
2017-03-27 | 440
2000-01-18 | 505
2017-11-27 | 177
2017-05-12 | 112
2023-04-08 | 282
2005-05-05 | 398
2023-09-03 | 415
2003-04-07 | 822
2018-09-16 | 818
2009-09-16 | 977
2003-06-07 | 698
2004-06-15 | 779
2003-06-26 | 184
2022-06-03 | 297
2024-09-01 | 2
2020-08-21 | 940
2006-12-24 | 916
2003-11-26 | 258
2018-08-13 | 374
2005-07-26 | 108
2002-08-25 | 174
2004-03-16 | 978
2012-04-05 | 882
2013-06-08 | 770
2000-07-27 | 180
2022-12-16 | 992
2013-04-07 | 18
2020-01-27 | 722
2014-08-25 | 343
2024-04-19 | 636
2006-07-08 | 397
2015-07-08 | 168
2009-02-13 | 108
2019-04-02 | 282
2014-04-13 | 809
2016-03-28 | 130
2001-12-03 | 603
2002-01-28 | 808
2006-03-10 | 374
2010-01-23 | 544
2008-03-14 | 177
2011-03-04 | 677
2000-12-03 | 617
2019-02-12 | 847
2002-10-11 | 54
2002-11-11 | 636
2004-01-07 | 717
2023-01-02 | 834
2002-07-08 | 288
2022-04-06 | 650
2015-04-24 | 584
2001-03-17 | 80
2019-11-15 | 421
2001-10-10 | 133
2000-08-15 | 673
2000-08-08 | 230
2005-04-19 | 454
2023-09-05 | 740
2016-04-26 | 220
2015-10-05 | 86
2020-12-12 | 972
2013-10-14 | 313
2013-04-23 | 716
2018-07-27 | 500
2021-01-16 | 171
2004-08-04 | 348
2010-01-09 | 577
2001-05-24 | 97
2007-11-18 | 847
2016-11-17 | 832
2008-04-13 | 603
2001-11-01 | 174
2014-12-26 | 19
2024-05-04 | 309
2001-12-07 | 302
2007-10-16 | 515
2024-09-03 | 567
2023-08-28 | 883
2003-04-04 | 479
2024-08-10 | 216
2006-07-28 | 880
2012-07-07 | 563
2018-05-11 | 452
2007-02-08 | 106
2015-11-02 | 488
2009-10-05 | 339
2005-04-07 | 982
2006-08-27 | 564
2002-06-25 | 539
2016-03-16 | 36
2019-10-21 | 801
2015-01-24 | 80
2017-05-22 | 103
2015-10-03 | 898
2008-09-01 | 66
2014-07-03 | 16
2017-07-20 | 658
2017-11-19 | 588
2008-03-18 | 974
2017-01-27 | 536
2013-12-20 | 106
2001-10-13 | 884
2022-05-23 | 888
2018-09-05 | 585
2011-09-28 | 828
2024-10-13 | 210
2023-06-17 | 518
2011-03-03 | 849
2022-07-12 | 298
2004-08-28 | 229
2024-06-06 | 917
2020-07-23 | 481
2015-02-22 | 64
2013-02-07 | 914
2013-03-17 | 799
2005-03-17 | 79
2009-01-18 | 716
2021-05-10 | 871
2002-03-17 | 224
2017-04-26 | 382
2021-11-24 | 887
2020-10-06 | 85
2013-02-01 | 45
2023-09-17 | 660
2021-06-17 | 220
2020-10-20 | 924
2018-08-05 | 636
2005-10-07 | 727
2021-02-23 | 718
2022-04-08 | 535
2004-08-05 | 127
2006-01-20 | 580
2013-12-17 | 83
2019-12-24 | 388
2003-08-17 | 461
2014-07-01 | 987
2018-11-06 | 215
2023-05-03 | 977
2007-03-09 | 639
2017-01-08 | 55
2017-12-16 | 764
2018-03-01 | 496
2010-09-10 | 774
2003-06-15 | 246
2005-04-26 | 628
2011-08-18 | 43
2024-11-11 | 391
2014-06-16 | 881
2003-07-02 | 646
2015-02-16 | 202
2006-09-22 | 360
2004-04-27 | 9
2016-01-03 | 702
2008-12-03 | 933
2015-05-09 | 779
2013-04-18 | 66
2015-07-10 | 258
2010-05-25 | 541
2016-06-14 | 370
2011-05-05 | 903
2005-11-02 | 263
2023-08-09 | 439
2011-02-15 | 574
2000-12-25 | 818
2017-06-01 | 754
2019-09-12 | 38
2009-10-17 | 22
2013-01-22 | 393
2018-04-13 | 292
2015-02-24 | 478
2007-02-13 | 834
2010-10-25 | 479
2006-05-06 | 128
2000-09-11 | 759
2010-07-06 | 598
2021-04-04 | 689
2021-05-26 | 288
2007-05-08 | 691
2020-12-02 | 307
2022-11-03 | 431
2014-04-20 | 691
2005-02-11 | 441
2005-05-24 | 478
2022-12-21 | 345
2008-02-10 | 292
2022-09-12 | 692
2003-01-20 | 252
2017-10-12 | 409
2010-03-21 | 815
2023-12-21 | 379
2016-09-18 | 538
2008-10-24 | 118
2008-01-07 | 205
2000-02-18 | 953
2005-01-10 | 348
2010-10-14 | 245
2012-10-25 | 211
2016-02-11 | 7
2021-08-10 | 756
2004-09-19 | 464
2003-01-02 | 30
2004-07-16 | 986
2020-05-11 | 255
2010-12-17 | 673
2007-01-25 | 173
2010-07-22 | 658
2002-03-15 | 858
2015-01-15 | 620
2001-12-19 | 657
2017-06-13 | 187
2002-03-23 | 363
2001-03-09 | 835
2011-05-09 | 548
2000-10-24 | 779
2001-06-19 | 943
2014-05-16 | 890
2010-06-13 | 677
2000-09-10 | 779
2024-04-23 | 352
2006-11-08 | 569
2006-09-22 | 308
2018-01-25 | 821
2023-07-21 | 264
2019-12-23 | 454
2019-11-05 | 146
2000-10-23 | 177
2012-01-10 | 370
2005-10-20 | 161
2017-02-15 | 410
2006-07-21 | 31
2017-05-12 | 786
2003-03-10 | 624
2012-02-24 | 863
2005-06-05 | 842
2019-10-10 | 124
2013-05-27 | 255
2009-09-07 | 943
2022-07-07 | 414
2002-11-17 | 682
2005-10-28 | 392
2024-11-08 | 704
2004-08-08 | 300
2019-05-14 | 207
2014-08-12 | 826
2002-06-10 | 949
2012-12-04 | 441
2023-12-05 | 253
2015-04-27 | 339
2013-06-13 | 692
2003-08-21 | 174
2005-02-18 | 671
2013-09-14 | 115
2010-03-21 | 224
2016-04-23 | 839
2003-07-10 | 868
2023-08-20 | 786
2023-08-19 | 653
2023-07-24 | 953
2023-10-10 | 536
2011-11-09 | 899
2018-09-04 | 511
2004-10-07 | 359
2006-08-28 | 856
2017-03-23 | 343
2019-01-17 | 992
2001-05-03 | 351
2014-12-20 | 902
2022-04-26 | 490
2012-10-26 | 568
2018-05-16 | 702
2005-11-03 | 498
2019-10-26 | 738
2006-06-12 | 432
2017-06-20 | 806
2002-12-14 | 701
2014-07-25 | 578
